PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
99,150,1.15,20.9,12.1,17.15,0.1,34.9,147.95,0.3,3.9,0.1,245
105.5,172,2.45,42,24.3,17.72,0.1,,143.58,0.3,4.4,0.1,248
107.25,194.25,67.25,111.77,114.18,12.83,0.1,143.62,148.47,0.3,5.18,0.1,253
104.5,177.25,3.05,61.93,35.4,19.67,0.15,156.67,137.2,0.23,5.95,0.08,258
90.5,164,1.97,36.8,21.18,20.43,0.2,88.2,152.38,0.23,6.85,0.03,263
79.25,144,0.83,23,12.9,21.07,0.13,26.47,161.73,0.2,6.77,0.05,265
80.5,134.25,0.52,19.08,10.55,14.02,0.1,20.52,165.12,0.2,6.8,0,267
99,161.25,1.45,25.7,14.88,15.28,0.1,18.88,143.57,0.2,5.2,0.03,267
123.25,201.25,1.35,37.15,20.85,15.17,0.1,18.8,129.85,0.28,4.18,0.1,266
126.75,224,2.58,54.62,31.12,15.6,0.08,15.6,79.38,0.33,4.45,0.45,267
148.75,251.75,2.23,74.57,41.47,19.05,0.05,15.45,50.97,0.5,5.58,0.62,272
183.25,287.25,2.85,61.25,34.9,19.98,0.03,13.83,58.82,0.5,5.53,0.4,282
171.25,264.75,2.58,55.27,31.5,30.9,0.08,6.95,37.75,0.5,5.68,0.18,292
185.5,281.25,1.38,50.55,28.02,28.3,0.32,4.95,77.4,0.48,6.52,0.15,300
156.5,221.25,1.88,56.7,31.67,19.4,0.68,8,53.9,0.4,7.88,0.1,301
167.75,244.5,0.58,47.78,25.88,17.35,0.2,9.1,32.82,0.4,7.95,0.23,303
184,268.25,0.48,59.62,32.15,17.38,0,10.25,21.55,0.43,7.52,0.28,305
194.75,267.5,2.18,66.7,37.25,16.9,0,9.95,14.73,0.43,7.07,0.3,308
173,240,0.92,41.83,23,15.95,0.03,8.1,35.77,0.4,6.18,0.28,310
147.5,202.75,1.35,41.77,23.3,18.45,0.13,8.38,36.28,0.4,5.45,0.2,310
157.5,221.5,2.55,51.85,29.7,22.82,0.23,9.32,30.35,0.48,6.73,0.18,312
168.25,243.25,7.52,59.18,37.58,18.68,0.37,9.6,21.08,0.53,5.45,0.18,313
152.5,263.25,6.58,51.9,32.98,18.65,0.08,18.8,60.27,0.5,7.6,0.38,314
153.25,246.25,2.55,35.87,21.18,19.05,0.1,25.4,107.3,0.55,7.12,0.33,315
142,238,2.2,32.15,18.85,17.85,0.1,29.4,133.3,0.5,6.15,0.25,317
124.25,226.25,4.77,65.8,38.9,16.75,0.1,,115.65,0.33,4.4,0.15,317
105.75,200.5,68.75,119.97,119.73,16.7,0.61,188.88,131.8,0.25,4.12,0.1,317
88,165.75,4.57,67.2,39.45,18.62,0.72,,107.78,0.2,4.33,0.1,317
67.75,127.5,2.65,28.38,17.22,17.03,0.38,64.13,125.93,0.18,4.85,0.08,316
51.25,103.75,2.4,24.28,14.88,17,0.33,17.78,128.88,0.1,4.92,0.03,315
48.5,114,1.55,28.05,16.2,12.35,0.77,16.45,123.98,0.1,4.63,0.05,314
51,113.75,1.72,45.23,25.45,11.35,0.17,13.17,89.67,0.1,4.8,0.08,313
64.75,169,1.55,55.23,30.63,15.83,0.05,14,71.05,0.28,4.98,0.2,311
79,220,2.33,68.18,38.15,23.4,0.03,8.22,46.02,0.3,5.07,0.13,309
85,223,3.38,68.15,38.97,25.45,0.05,8.27,39.7,0.45,7.27,0.25,307
100,206.5,3.68,72.53,41.57,12.08,0.95,11.3,21.1,0.48,10.18,0.5,304
101.25,205,6.02,78.05,46.43,13.73,0.05,11.83,20.07,0.4,9.62,0.55,302
81.75,175.5,4.3,71.67,41.62,12.88,0.05,9.43,12.28,0.33,8.65,0.38,295
79.75,158.75,1.22,42.37,23.53,16,0.08,14.75,42.62,0.3,8.03,0.33,285
94.75,156.5,0.7,37.32,20.4,23.92,0.08,11.7,29.4,0.3,7.25,0.25,274
97.25,151.5,0.43,36.15,19.53,19.6,0.25,13.1,22.52,0.3,6.67,0.1,262
96.25,147,0.53,28.88,15.77,17.45,0.08,11.65,23.05,0.3,6.25,0.2,249
89.75,138.5,1.08,39.47,21.88,16.25,0.1,10.22,18.15,0.3,5.93,0.15,237
85.75,136,1.7,26.02,15.2,15.97,0.05,10.23,27.47,0.3,5.75,0.15,229
83,124.25,1.23,22.18,12.77,16.62,0.1,10.33,33.32,0.3,5.78,0.15,218
77,125,2.45,28.98,17.42,17.35,0.1,10.3,31.35,0.3,4.9,0.1,205
82.75,128.25,1.9,22.28,13.4,17.18,0.1,14.35,54.9,0.3,4.45,0.15,196
78.75,131.25,1.45,21.98,12.85,23.35,0.08,16.3,81.35,0.3,4.12,0.1,185
78,138,6.73,54.3,34.32,28.45,0,68.3,96.53,0.3,4.73,0.03,177
73.25,162.25,4.88,54.02,32.75,13.82,0.25,,102.9,0.18,5.17,0.05,169
71.5,180.5,67.82,108.5,112.88,9.88,0.1,114.7,115.65,0.2,3.47,0,165
59.75,147.5,1.95,17.8,11.07,13.85,0.08,14,122,0.15,2.17,0,161
44.5,101.25,0.83,14.72,8.5,12.5,0.08,10.55,117.62,0.1,1.63,0,158
37,85.75,10.68,49.17,34.85,9.4,0.1,15.5,102.42,0.1,1.65,0,156
40.5,96.5,2.3,42.1,24.25,11.42,0.1,50.85,99.98,0.1,2.58,0.03,154
54.75,118,3.5,58.87,34.12,10.03,0.1,14.37,79.87,0.18,3.73,0.13,155
68.25,138,17.1,77.02,54.85,12.1,0.08,15.22,66.63,0.25,4.1,0.33,155
79.75,165,7.55,75.85,46.5,12.67,0.05,15.83,40.68,0.33,4.17,0.33,156
88,189.5,4.6,76.42,44.43,12.17,0.03,19,43.13,0.43,4.75,0.43,156
70.25,151.5,0.65,37.2,20.3,14.02,0.05,17.38,45.57,0.3,4.38,0.28,152
70.5,143,0.88,36.1,19.88,20.7,0.1,15.6,45.57,0.3,4.68,0.2,148
68.25,150.25,10,86,53.88,25.08,0,11.85,16.68,0.3,5.38,0.1,146
65.75,148,2.47,64.75,36.45,14.88,0.58,14.85,25.47,0.3,7.3,0.1,144
66.25,132.5,1.03,45.1,24.8,11.17,0.18,17.08,31.35,0.25,7.95,0.15,140
67.75,132,0.38,37.38,20.17,10.12,0.03,13.35,27.42,0.2,6.85,0.1,136
61.5,106,1.12,47.6,26.28,10.17,0.03,12.22,15.2,0.2,6.05,0.1,131
61.75,96,2.12,44.1,25.15,11.65,0.05,14.57,28.9,0.2,5.35,0.1,127
57.5,83.25,0.18,26.93,14.48,13.1,0.05,14.03,36.73,0.2,4.93,0.1,123
53,75.5,0.83,19.7,11.15,14.45,0.1,7.38,33.82,0.2,4.48,0.1,120
51.25,72.25,2.45,23.6,14.53,13.7,0.1,6.68,35.77,0.2,4.15,0.1,119
54,83.25,1.7,19.43,11.73,13.93,0.1,10.85,57.3,0.2,3.8,0.08,117
51.75,97.75,1.65,23.95,14.05,13,0.1,20.97,84.3,0.2,4,0.05,116
49.25,96.5,1.72,19.33,11.65,12.52,0.1,25.73,106.35,0.18,3.72,0,115
32,74.75,1.15,14.48,8.65,10.9,0.1,7.58,117.1,0.1,2.9,0,125
23.25,64.5,1.43,12.6,7.85,11.07,0.1,10.88,112.72,0.1,2.37,0,125
23.5,53.25,1.78,17.6,10.8,11.77,0.1,10.75,118.1,0.1,2.32,0,127
22,50.75,1.58,16.07,9.83,11.2,0.1,10.15,124.93,0.1,2.32,0,137
22.25,50.5,1.5,17,10.25,10.75,0.1,11.03,120.57,0.1,2.25,0,137
25.25,58.25,0.82,15.12,8.75,10.08,0.1,10.88,126.92,0.1,2.88,0,140
32,77,0.47,32.13,17.45,9.95,0.1,10.9,106.8,0.1,3.55,0,140
52.5,174.5,0.35,35.08,18.9,11.15,0.1,20.1,95.55,0.2,4.02,0.13,140
70.25,163,2.2,60.38,33.95,12.3,0.03,23.95,56.35,0.3,4.48,0.25,140
67.5,155.5,2.22,47.02,26.82,12.25,0.03,15.8,60.75,0.33,4.12,0.25,140
62.5,129.75,1.47,46.23,25.75,12.83,0.08,13.87,46.55,0.35,3.78,0.45,140
66.75,141.5,0.97,40.7,22.43,13.47,0.1,12.1,49.98,0.3,4.07,0.3,140
64,118.75,0.55,35.28,19.22,16.35,0.1,14.22,65.18,0.3,3.42,0.25,140
57,99.5,0.2,24.4,13.2,21.13,0.3,12.93,68.6,0.25,3.68,0.03,110
54.75,100.75,0.82,32.23,17.8,18.3,0.38,13.53,47.53,0.3,5.45,0.05,98
57.5,117.75,1.95,62.37,34.78,22.65,0.38,7.73,20.57,0.3,6.12,0.08,98
59.75,137.75,3.05,66.42,37.77,26,0.12,2.35,5.88,0.33,6.25,0.1,99
63.75,116.75,1.03,51.52,28.15,20.47,0.48,1.3,25,0.38,5.75,0.1,100
70,111.75,0.52,26.45,14.37,11,0.38,10.1,26.45,0.23,7.67,0.13,101
72.75,115.75,1.08,35.17,19.6,9.88,0.05,8.85,12.75,0.3,6.73,0.2,102
72,112,2.83,29.8,18.15,10.05,0.03,7.85,22.53,0.23,5.08,0.2,103
60,95,3.37,25.35,16.22,11.8,0.1,13.7,50.95,0.3,4.07,0.2,103
59.25,107.75,3.68,29.65,18.78,23,0.13,18.77,80.38,0.2,3.8,0.08,103
40.5,93,2.13,29.2,17.23,17.75,0.18,12.97,101.93,0.2,5.18,0,103
39,88,4.38,37.83,23.68,8.25,0.13,,108.3,0.15,5.12,0.08,112
38,89,68.03,93.75,105.2,8.4,0.1,67.1,133.75,0.1,4.35,0.08,150
36,86.75,1.25,17.05,10.1,13.13,0.1,37.1,153.35,0.1,4.95,0.05,178
30.5,81.25,0.53,16.2,9.07,12.93,0.08,30.5,165.15,0.1,5.58,0.03,196
33.75,86.5,0.95,21.4,12.17,12.25,0.08,32.72,170.03,0.1,6.3,0,205
40.25,94.75,0.6,25.9,14.25,11.85,0.1,32.93,168.57,0.1,6.53,0,205
47.5,120.25,3.25,69.3,39.47,10.4,0.1,29.28,109.75,0.13,7.25,0.18,205
53.75,154,6.88,83.82,50.15,11.07,0.1,24.08,75.92,0.2,7.02,0.33,205
57.5,139.25,2.3,36.72,21.4,14.85,0.08,14.3,60.77,0.25,6.12,0.35,205
106,177.5,2.97,48.65,28.35,16.98,0.05,11.32,39.22,0.33,4.62,0.3,205
99.75,173.75,3.72,56.22,32.95,17.52,0.1,9.58,27.95,0.33,4.95,0.3,205
90,149,2.3,44.67,25.65,18.88,0.1,9.3,29.38,0.38,6.33,0.67,205
109,162,1.6,52,28.98,18.07,0.1,10.15,24.5,0.4,6.83,0.38,201
126.5,178.25,9.73,76.55,48.6,19.05,0.1,9.5,8.83,0.4,7.25,0.48,114
135.75,191.5,9.05,68.7,43.9,18.7,0.08,8.5,10.3,0.4,7.33,0.53,122
140,188.5,8.53,61.45,39.6,26.55,0.03,6.68,7.33,0.4,7.05,0.38,134
138.5,180,12.68,67.05,46.02,30.4,0.37,4.53,5.88,0.4,7.27,0.25,144
140,191.75,12.97,70.55,48.12,34.05,0.23,2.68,5.9,0.43,8.13,0.15,155
129,180,15.4,64.35,46.75,22.8,1.47,6.02,5.9,0.38,7.5,0.2,163
122,174.25,9.98,49.45,34.4,18.9,0.62,7.65,6.38,0.43,10,0.3,170
117.25,174.5,7.23,42.4,28.4,23.42,0.52,8.65,11.28,0.5,9.53,0.28,176
108.5,170.5,3.15,28.05,17.45,21.65,0.5,7.78,34.77,0.4,8.75,0.25,183
91.25,152.25,2.43,21.43,13.42,18.15,0.25,7.45,55.37,0.33,8.05,0.18,188
67.25,112.75,2.6,20.38,12.95,20.25,0.05,6.43,68.6,0.2,6.93,0.13,191
51.5,85.5,2.12,16.23,10.38,24.97,0.1,,73.98,0.15,5.95,0.1,193
37.75,66.25,67.37,87.2,101.18,17.72,0.1,6.42,79.4,0.1,5.32,0.08,193
36.75,61.25,3,24.4,15.4,20.5,0.08,5.25,84.75,0.1,5.62,0.05,193
36.75,69.75,3.22,24.88,15.87,16.05,0.1,7.62,95.55,0.1,5.95,0.03,194
39,66,1.45,16.5,10.03,17.03,0.1,9.53,110.25,0.1,5.98,0.08,195
41,62.5,1.62,22.03,13.08,20.15,0.15,18.82,121.05,0.1,6.45,0.03,195
43.25,75.25,3.08,43.45,25.62,18.1,0.15,8.93,88.7,0.1,5.72,0.05,194
56.25,108.75,2.1,26,15.52,31.3,0.05,3.7,56.35,0.2,7.05,0.05,195
82.5,112.25,1.65,29.35,16.95,25.65,0.15,3.2,43.62,0.2,5.75,0,198
108.25,133,3.68,31.35,19.67,16.57,0.15,7.42,27.42,0.28,6,0.13,198
108.75,146.75,3.58,34.22,21.12,16.48,0.2,6.73,23.5,0.3,6.75,0.18,200
77.75,112,3.12,32.4,19.8,13.25,0.08,7,22.53,0.28,7,0.18,198
70.25,105.5,3.5,50.27,29.58,14.33,0.05,7.43,10.28,0.23,6.57,0.2,192
81.25,128.5,5.15,48.97,30.25,14.62,0.03,6.85,9.8,0.3,6.67,0.3,186
94.75,144.5,16.38,63.47,47.08,16.87,0,6.67,5.88,0.3,6.6,0.3,180
92.5,132,21.2,72.75,55.9,20.45,0.05,6.03,3.93,0.3,6.88,0.3,174
77.75,121.75,14.67,59.8,43.72,23.83,0.6,4.13,4.4,0.3,7.5,0.2,165
72.5,107,2.47,39.07,22.82,21.17,0.63,3.95,8.83,0.4,9.9,0.23,156
65.75,95.75,5.78,38.67,25.25,28.92,0.22,1.1,9.3,0.3,8.47,0.1,147
58,77.25,2.45,30.1,18,13.62,0.2,4.1,11.75,0.25,8.62,0.13,138
53.75,66.75,3.82,26.55,17.2,12.88,0.05,7.12,23.02,0.3,8.33,0.2,130
49.25,61.5,2.83,19.05,12.45,14.25,0.03,7.17,32.82,0.3,6.77,0.18,121
46.5,68.75,1.7,13.42,8.55,15.65,0.08,6.78,55.85,0.2,5.3,0.1,115
45.25,77.25,3.55,14.85,10.83,21.78,0.1,8,74,0.2,4.58,0.1,112
46,78,1.62,17.67,10.7,37.8,0.1,,96.07,0.2,4.58,0.1,111
54.75,84.25,65.22,89.15,100.5,12.17,0.13,6.8,113.2,0.18,5.02,0.08,119
55,95.75,1.45,19,11.27,14.78,0.1,6.7,123.98,0.2,4.85,0.1,135
59.5,89,2.05,18.35,11.4,13.05,0.1,6.98,125.9,0.2,5.3,0.05,138
63,93.25,2.6,28.1,17.08,17,0.1,6.75,131.32,0.2,5.08,0.1,146
66.75,110.25,0.97,19.58,11.18,20.72,0.28,4.93,126.92,0.2,5.25,0.05,146
64.5,108,1.5,25.57,14.83,15.5,0.18,6.2,83.3,0.18,5.38,0.05,146
78,144,3.95,43.13,26.18,11.58,0.1,6.12,49.97,0.18,5.1,0.1,146
71.5,148,3.83,27.17,17.58,14.37,0.1,5.42,30.38,0.25,5.05,0.15,146
62.5,98.5,2.95,30.07,18.38,14.8,0.1,5.32,20.58,0.23,4.57,0.1,146
63.75,88,1.75,21.55,12.88,16.3,0.1,4.75,23.53,0.2,4.95,0.1,146
53.25,70.25,1.5,18.42,11,16.73,0.05,4.23,28.92,0.23,5.33,0.1,146
51,71,1.28,17.05,10.13,17.12,0.03,3.98,30.87,0.23,5.45,0.1,140
51.25,72.5,10.42,63.05,41.98,15.72,0.05,4.52,5.38,0.2,5.48,0.1,108
56.75,85,3.43,38.45,23.25,16.45,0.03,4.37,12.28,0.2,5.65,0.13,103
71,91,2.15,39.87,22.95,15.35,0.03,4.85,4.88,0.28,5.98,0.2,100
74.25,95.5,4.02,40.23,24.65,15.65,0.03,5.7,6.88,0.38,7.1,0.38,100
84,109,4.83,40.8,25.6,16.72,0.03,6.75,6.85,0.4,8.28,0.45,101
73.25,102.5,3.17,30.7,18.92,17.2,0.03,5.6,11.75,0.35,6.98,0.28,102
61,86.5,7.3,32.75,23.4,17.72,0.08,4.92,13.23,0.3,5.65,0.2,102
71,99.75,5.7,32.35,21.85,17.48,0.03,4.22,27.45,0.33,5.6,0.25,105
81.25,104.75,2.95,16.9,11.35,18.77,0.1,4.07,49,0.25,4.17,0.18,109
74.75,95.75,5.3,26.57,18.45,19.1,0.1,5.12,61.72,0.2,2.4,0.1,113
70,97.25,2.45,20.58,12.92,25.7,0.1,6.05,79.35,0.2,3.12,0.1,116
62.5,91,2.3,14.25,9.42,19.73,0.1,,90.65,0.15,3.57,0.13,119
57,87.25,65.38,84.47,98.15,13.8,0.1,6.45,98,0.1,3.9,0.08,119
54.75,87.75,1.78,15.9,9.95,20.45,0.1,6.25,103.43,0.1,4.35,0.03,119
61,90.25,1.77,21.45,12.85,21.83,0.1,6.27,109.3,0.15,4.42,0.1,119
69.5,98.5,1.38,20.82,12.2,22.32,0.1,6.3,103.88,0.2,3.55,0.08,120
60.75,95.75,1.93,18.12,11.2,21.33,0.1,7,93.6,0.1,3.6,0.08,119
71.75,111,2.8,27.17,16.75,24.72,0.23,7.95,78.38,0.18,3.93,0.05,120
89,142.25,2.45,32.45,19.25,25.88,0.65,8.98,66.15,0.2,5.5,0.1,122
88,140,2,27.55,16.28,24.07,0.65,6.93,62.7,0.28,6,0.08,124
81.75,117.75,1.8,25.28,14.9,20.42,0.28,4.58,57.82,0.23,5.75,0.03,127
73.75,104,1.75,20.5,12.35,19.2,0.25,5.75,64.2,0.2,5.98,0.05,128
76.25,98.5,1.15,12.03,7.38,17.53,0.13,6.85,82.33,0.2,5.7,0.03,131
68,91,1.12,12.17,7.37,17.7,0.1,7.9,73,0.1,4.1,0,134
70.5,94.25,0.85,16.33,9.35,18.15,0.08,6,56.85,0.15,4.22,0,136
70,98,0.6,25.17,13.88,17.97,0.1,4.75,41.68,0.2,4.83,0.05,138
75.25,101,1.42,24.3,14.08,20.45,0.1,4.17,35.77,0.2,5,0.1,139
79.75,106.75,0.73,22.02,12.3,23.22,0.13,1.53,45.57,0.2,5.42,0.03,140
71,96.25,0.23,14.58,7.9,15.03,0.13,3.77,64.65,0.2,3.78,0,138
68,95,1.52,26.92,15.6,14.73,0.1,4.27,47.05,0.23,3.3,0.03,137
77.5,126.75,2.05,18.2,11.35,17.95,0.1,5.68,57.32,0.25,4.1,0.1,139
79.5,185.25,1.82,14.62,9.27,19.67,0.1,8.8,69.07,0.2,3.67,0.05,140
80.5,103.25,1.95,19.03,11.72,18.12,0.1,21.97,74.98,0.2,2.85,0.05,140
76,104.75,2.32,19.05,12,18.13,0.13,16.5,89.67,0.2,2.02,0.03,141
,,,,,,,,,,,,141
55.5,83.5,2.25,14.3,9.4,12.7,0.1,11.1,109.75,0.1,2.15,0,140
54.75,84.25,65.28,83.6,97.6,9.85,0.1,9.4,112.2,0.1,2.2,0,140
47.25,78.5,1.6,15.57,9.62,14.73,0.08,8,117.1,0.1,2.38,0,138
53.5,79,0.93,14.5,8.45,15.08,0.08,7.77,124.45,0.1,2.62,0,137
53,86.25,0.85,15.17,8.75,14.45,0.1,9,129.37,0.1,2.65,0,143
56.25,94,1.62,19.12,11.5,13.05,0.1,8.95,122.98,0.1,2.57,0,143
60.75,111.5,1.72,26.13,15.3,12.05,0.1,9.5,101.45,0.15,2.35,0.1,143
73.75,131.5,1.53,38.2,21.55,13.33,0.1,10.5,84.3,0.2,2.6,0.13,143
86.25,149.5,2.17,49.78,28.28,14.95,0.1,10.88,64.7,0.38,3.55,0.45,143
103,162,0.98,32.75,18.22,14.88,0.1,7.17,61.75,0.33,3.73,0.35,143
88.25,132.25,1.47,31.25,17.82,15.38,0.1,6.77,63.67,0.23,4.05,0.15,143
86.25,127.5,1.3,22.18,12.87,16.32,0.1,7.15,70.57,0.2,5.27,0.1,143
76,109.5,1.35,26.6,15.25,15.17,0.1,7.55,65.17,0.2,5.27,0.08,138
69.75,107,0.95,30.2,16.85,15.35,0.13,6.02,43.57,0.2,4.98,0.08,138
71,113.25,0.8,36.35,20,13.98,0.1,5.03,41.65,0.2,5.4,0.08,138
81.25,119.5,2.6,58.93,33.45,14.48,0.1,5.3,10.78,0.25,5.85,0.15,139
93.5,133.75,1.22,36.1,20.2,15.68,0.1,4.9,21.55,0.4,5.5,0.15,141
92.25,133,9.57,63.57,41.58,12.65,0.1,5,5.4,0.3,5.42,0.2,144
92.25,156.75,12.25,61.6,42.7,16.22,0.1,5.23,4.9,0.3,5.75,0.25,148
90,174,20.05,71.3,54.25,17.65,0.3,3.85,5.9,0.3,5.8,0.15,149
100.75,169.5,13.15,55.12,40,18.92,0.25,2.8,11.25,0.4,6.27,0.3,152
96.5,147.25,5.23,38.12,24.53,21.45,0.35,3.9,40.18,0.4,6.33,0.23,155
92.25,134.5,2.42,27.53,16.6,18.92,0.65,6.78,83.77,0.38,6.02,0.1,157
82,118.75,2.35,28.62,17.15,24.15,0.13,3.98,119.07,0.35,5.02,0.13,158
71.75,111.25,1.5,21.67,12.75,16.48,0.4,,134.77,0.3,4.53,0.1,160
59.5,106,123.25,150.92,179.4,5.57,0.2,11.15,142.1,0.2,2.82,0.08,162
63.5,100.5,1.32,18.78,11.03,15.95,0.15,15.47,145.03,0.08,2.42,0,166
67.5,107,1.38,18.48,10.93,15.42,0.1,15.33,142.1,0.1,2.1,0,166
59,95.75,1.82,19.65,11.95,15.42,0.1,14.9,129.35,0.1,2.67,0.03,166
61.5,97.75,1.63,19.02,11.42,14.85,0.08,11.62,109.27,0.1,2.57,0,166
53,108.5,1.75,37.43,21.3,11.5,0.1,10.1,83.3,0.1,2.7,0.03,166
62,145.5,1.4,34.37,19.4,12.5,0.08,10.15,80.85,0.18,3.22,0.18,166
77.25,157,1.12,28.6,16.12,14.95,0.08,11.15,90.15,0.23,3.55,0.28,166
100,164.5,1.25,27.2,15.45,15.25,0.1,13.38,94.55,0.2,3.73,0.13,166
106.5,151.5,0.92,29.05,16.2,13.75,0.1,12.42,85.28,0.2,3.8,0.1,165
95.25,153.5,1.17,42.85,23.73,17.23,0.1,9.8,66.12,0.28,4.2,0.18,166
114,161.25,2.48,46.7,26.8,18.02,0.1,9.17,39.7,0.3,4.73,0.25,171
124.5,183.75,1.55,50.83,28.3,18.2,0.05,10.18,29.42,0.38,5.25,0.33,179
131.75,195.25,12.05,80.57,52.62,17.55,0.05,9.72,8.3,0.4,5.3,0.3,187
139.5,196,28.5,81.92,66.75,20.75,0.08,10.17,6.85,0.35,5.4,0.3,195
139,196,9.65,68.23,44.1,18.15,0.08,9,10.8,0.35,5.57,0.3,202
141.25,209.75,32.25,99.63,79.2,18.95,0.03,9.95,9.78,0.4,5.67,0.3,208
135,205.25,21.1,80.05,59.7,16.77,0.08,9.78,6.85,0.48,6.62,0.28,214
129.25,209.5,9.75,54.43,36.85,16.23,0.08,6.65,7.85,0.43,6.27,0.3,220
126.25,194.5,31.75,93.77,75.65,17.9,0.05,7.18,11.28,0.43,5.65,0.35,223
133.5,231,4.95,39.02,24.77,19.25,0.08,10.8,55.38,0.45,6.35,0.38,228
108,165,1.85,20.5,12.4,19.57,0.1,15.5,98.48,0.33,4.87,0.15,231
87.75,121.25,1.18,15.1,9.02,19.85,0.1,16.37,126.42,0.23,3.8,0.08,231
81,113,1.08,18.95,10.95,20.62,0.1,15.48,138.7,0.2,3.38,0.1,233
71.5,114.25,0.72,12.05,6.98,17.5,0.1,22.55,142.1,0.18,2.77,0.1,234
67,106.5,0.65,12.4,7.12,20.43,0.1,24.97,141.6,0.1,2.7,0,235
64.75,103,0.28,12.57,6.92,18.95,0.1,29.4,149.92,0.1,1.87,0,235
65,108.25,0.28,11.75,6.52,17.35,0.1,32.03,147.97,0.1,1.77,0,235
62.25,108.5,0.32,13.25,7.32,16.7,0.1,27.53,138.65,0.1,1.77,0,235
75.5,121.5,1.15,20.27,11.72,18.18,0.1,21.95,119.05,0.13,2.1,0,239
90.5,152,0.75,35.02,19.25,17.65,0.1,19.83,98,0.2,3.1,0.13,243
113.75,203,2.7,78.05,43.68,19.62,0.13,20.73,57.33,0.38,3.85,0.45,248
136.5,218.25,0.58,57.48,31.05,19.28,0.05,16.4,58.8,0.48,4.72,0.72,253
121,192,4.92,58.48,35.08,19.23,0.05,15.38,53.9,0.45,4.98,0.58,255
135,214.25,4.48,68.15,39.9,17.88,0.08,14.53,40.67,0.4,5.12,0.4,260
138.75,220,5.38,77.52,45.6,19.68,0.08,11.25,15.17,0.4,5.15,0.38,264
135,282.25,11.82,86.73,55.75,18.03,0.05,10.9,8.33,0.3,5.1,0.3,265
141.25,269.25,15.57,100.95,66.35,19.9,0.08,10.97,9.33,0.35,5.02,0.3,266
127.75,202,5.12,86.45,50.15,16.35,0.03,9.73,9.3,0.38,5.48,0.3,265
115,187.75,4.62,63.03,37.32,18.52,0.03,8.6,8.33,0.33,5.33,0.2,261
122.25,209.75,1.48,43.38,24.22,17.17,0.08,7.42,13.73,0.3,5.12,0.2,259
118.25,206.25,15.65,78.55,54.52,19.07,0.05,8.92,6.38,0.3,4.8,0.2,256
123.25,258.75,7,56.27,35.6,20.5,0.08,7.43,11.75,0.33,4.88,0.2,256
127.25,238,15.97,73.82,52.25,21.3,0.08,9.02,15.23,0.4,5.23,0.28,256
123.25,186.75,3.7,39.2,23.88,20.83,0.05,13.72,55.35,0.35,5.05,0.25,254
102.25,149.25,2.4,26.05,15.8,21.9,0.1,16.85,91.62,0.28,4.3,0.18,254
,,,,0,,0,,,0,0,0,256
33,53,0.7,7.3,4.45,11.47,0.05,17.95,62.23,0.1,1.68,0.03,249
67.75,105.5,66.75,86.48,100.32,17.97,0.13,18.48,131.8,0.15,2.95,0,249
62,103.25,1.32,18.7,11,20.63,0.15,18.88,135.7,0.1,2.45,0,248
56.5,98,0.75,15.42,8.83,16.28,0.1,19.05,140.13,0.1,1.32,0,247
57.25,90.25,1.52,20.55,12.2,17.15,0.1,19.57,144.03,0.1,1.75,0,246
57.5,98.5,1.47,22.43,13.15,16.92,0.08,19.17,141.6,0.1,2.22,0,245
37.75,58.25,1.23,13.7,8.28,7.95,0.05,8.55,61.75,0.05,0.97,0,240
92.5,136.25,2.98,47.9,27.9,17.6,0.1,20.22,106.83,0.15,2.55,0.03,240
114.75,190.25,2.7,74.62,41.85,18.45,0.1,19.65,60.77,0.38,4.1,0.5,240
126.25,218.5,1.88,71.73,39.68,18.8,0.03,17.98,41.65,0.4,4.72,0.58,238
129.5,215.25,1.95,57.45,32.12,29.48,0.4,16.3,63.22,0.4,4.85,0.45,240
108.25,180,3.63,72.5,41.5,19.35,0.63,12.48,27.42,0.38,5.47,0.13,236
106.75,204.75,6.07,94.9,55.4,12.43,0.08,9.68,8.8,0.3,5.32,0.3,231
120.75,222.5,3.5,72.97,41.65,20.15,0.18,16.7,26.92,0.38,4.88,0.33,229
122.5,203,1.03,38.38,21.25,18.07,0.05,18.8,48.52,0.4,5.6,0.3,226
101.5,166.25,0.55,34.73,18.9,18.77,0.08,19.03,44.6,0.33,3.75,0.15,223
101.75,170.25,0.55,47.4,25.65,19,0.1,15.8,10.77,0.38,4.22,0.13,221
117,183.25,0.28,34.12,18.38,18.97,0.08,13.5,26.92,0.38,3.98,0.2,220
121.75,177,14,91.38,59.97,19.67,0.05,15.4,6.88,0.35,4,0.2,220
127,208.75,2.18,54.6,30.8,24.53,0.25,9.3,18.63,0.45,4.2,0.2,221
125.5,200.75,6.6,45.9,29.8,24.6,0.18,9,21.58,0.35,4.62,0.2,221
111,175.75,3.1,33.85,20.53,25.15,0.6,10.2,77.95,0.38,4.88,0.1,219
81.25,136.25,1.88,24.47,14.55,14,0.1,14.4,106.83,0.25,3.77,0.13,216
78,127.5,1.98,20.62,12.58,18.2,0.1,11.12,126.4,0.2,2.1,0.1,214
37,63.5,1.35,17.3,5.15,16.6,0.05,,67.62,0.1,0.85,0.1,214
,,,,0,,0,,,0,0,,218
,,,,0,,0,,,0,0,0,223
75.75,123.25,1.35,20,11.73,21.98,0.13,17.72,144.08,0.13,1.6,0,226
